,Date,Vehicle_number
0,Tue Jun  2 14:19:19 2020,HR 26 CD 8884
,Date,Vehicle_number
0,Tue Jun  2 15:05:58 2020,HR 26 CD 8884
,Date,Vehicle_number
0,Tue Jun  2 15:45:13 2020,HR 26 CD 8884
,Date,Vehicle_number
0,Fri Jun  5 11:44:30 2020,HR 26 CD 8884
